aufgabe,schwierigkeit,instruction,input,output
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 14.02.2026 gegen 04:13 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten.,"§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 11.04.2026 gegen 02:42 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen.","§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 05.04.2026 gegen 14:42 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Durch Manipulation eines IT-Systems wurden unrechtmäßige Transaktionen ausgelöst. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 263a StGB (Computerbetrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 05.03.2026 gegen 17:03 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Es wurden gefälschte Dokumente verwendet.,"§ 267 StGB (Urkundenfälschung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. In Betracht kommt auch § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 01.02.2026 gegen 15:10 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 27.03.2026 gegen 09:53 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Daten wurden unbefugt gelöscht oder verändert.","§ 303a StGB (Datenveränderung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 24.01.2026 gegen 20:23 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld.,"§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 30.04.2026 gegen 10:51 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Es wurden gefälschte Dokumente verwendet.","§ 267 StGB (Urkundenfälschung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. In Betracht kommt auch § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 02.04.2026 gegen 13:40 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Daten wurden unbefugt gelöscht oder verändert.","§ 303a StGB (Datenveränderung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 10.04.2026 gegen 16:35 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen.","§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 16.04.2026 gegen 09:18 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Google Maps. Es wurden gefälschte Dokumente verwendet.","§ 267 StGB (Urkundenfälschung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. In Betracht kommt auch § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 27.01.2026 gegen 20:31 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Daten wurden unbefugt gelöscht oder verändert.","§ 303a StGB (Datenveränderung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 11.04.2026 gegen 01:25 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Eine Person wurde körperlich verletzt. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 223 StGB (Körperverletzung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 01.01.2026 gegen 01:12 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld.,"§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 20.03.2026 gegen 12:39 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Durch Manipulation eines IT-Systems wurden unrechtmäßige Transaktionen ausgelöst.","§ 263a StGB (Computerbetrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 13.01.2026 gegen 21:11 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Eine Person wurde körperlich verletzt.,"§ 223 StGB (Körperverletzung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 25.03.2026 gegen 00:23 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 23.02.2026 gegen 01:20 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Eine Person wurde körperlich verletzt.","§ 223 StGB (Körperverletzung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 14.03.2026 gegen 16:02 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Eine Person wurde körperlich verletzt.","§ 223 StGB (Körperverletzung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 02.01.2026 gegen 21:24 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten.","§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 24.03.2026 gegen 15:13 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 20.04.2026 gegen 02:13 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 27.02.2026 gegen 23:47 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld.","§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 04.04.2026 gegen 02:18 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Es wurden gefälschte Dokumente verwendet.","§ 267 StGB (Urkundenfälschung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. In Betracht kommt auch § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 02.04.2026 gegen 01:00 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld.,"§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
